,text
1656,LOVE the atmosphere - felt like I was in Paris.
1657,"Spice is sleek, modern and cool with a menu that will not hurt your wallet."
1658,Patroon features a nice cigar bar and has great staff.
1659,Very affordable and excellent ambient!
1660,Its a go-to for dates as well as entertaining out of town guests.
1661,Why do people rave about the ambience.
1662,The owner and staff are all Japanese as well and that adds to the entire ambiance.
1663,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
1664,The place was real empty but that was because this was the first Sunday they ever opened.
1665,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
1666,"Ambience is delightful, service impeccable."
1667,"Service was excellent, and the AC worked very well too (thank God, it was hot!)."
1668,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
1669,Great atmoshere and worth every bit.
1670,"Excellent atmosphere, delicious dishes good and friendly service."
1671,A cool place to hang with your friends for a couple of healthy drinks and desserts.
1672,"Great vibe, lots of people."
1673,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
1674,"A cool bar with great food, and tons of excellent beer."
1675,The ambience is authentic and relaxing and we have always received attentive and prompt service.
1676,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom."
1677,Romantic if you want it to be (brightly lit).
1678,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!"
1679,The red sliding doors may be unique but they do not block off the cold air from the outside.
1680,In summer-eat outside on a terrace (another great feature of Suan)!!!
1681,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
1682,"To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside."
1683,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even."
1684,Love the Jazz bands on Fri and Sat.
1685,"Don't expect to sit down inside though, there are only a few tables and they are always full."
1686,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1687,"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris."
1688,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown."
1689,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
1690,"The decor is really blah, and not at all hip or happening."
1691,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
1692,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
1693,"To me it exemplifies Soho, cute, artsy, interesting."
1694,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
1695,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
1696,The place was nice and calm.
1697,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
1698,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
1699,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
1700,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
1701,There is a real gallery of stars that have visited.
1702,"The food was below average, the service was pathetic, there was no ambience at all."
1703,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
1704,"Toons has recently been redone, so it's now a very attractive space."
1705,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
1706,"However, I think this place is a good hang out spot."
1707,"When we left at 8:00 PM, it was packed and noisy."
1708,Decor is nice though service can be spotty.
1709,And even with it's Pub atmosphere they were great to my kids too!
1710,Really cool stauff inside.
1711,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
1712,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
1713,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
1714,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
1715,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
1716,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
1717,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
1718,It's a small cute restaurant.
1719,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1720,Restaurant was dirty and unkempt.
1721,It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!
1722,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair."
1723,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
1724,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting."
1725,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!"
1726,The music is the best among all the Indian restaurants I have visited.
1727,Rao's has the best service and atmosphere in NYC.
1728,"Excellent dumplings served amid clean, chic decor."
1729,"Cute place, nice wait staff but would never go there again."
1730,Service was also horrible and the ambience is not that great.
1731,"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city."
1732,Here's to the fake fish tanks too...
1733,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
1734,we decided to eat in tea room which was small and cute.
1735,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative."
1736,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated."
1737,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
1738,Prices too high for this cramped and unappealing resturant.
1739,Total hipster-wannabe attitude in an otherwise sweet spot.
1740,Downstairs lounge is always a good attraction
1741,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.
1742,I loved everythig about it-especially the shows and actors.
1743,Zero ambiance to boot.
1744,Got a little loud after 8pm when the joint got full.
1745,"Everything looks great, the drinks, the decor, the food, even the people."
1746,"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!"
1747,"Good crowd, good outdoor seating, with a hip japanese vibe."
1748,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation."
1749,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch."
1750,"The view is spectacular, and the food is great."
1751,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door."
1752,A bit breezy up there on the mezzanine from the wind coming from the tracks.
1753,I LOVED THE SHOWS.
1754,The aesthetics of this place are like an airport lounge.
1755,The pizza is yummy and I like the atmoshpere.
1756,"However, go for the ambience, and consider the food just a companion for a trip across the world!"
1757,I think the restaurant was too loud (when full) to be romantic.
1758,"Always popular, always full, always a wait."
1759,A little noise but I think that was because of our party!
1760,"I can't wait for summer, when they serve outside on their gigantic patio."
1761,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle."
1762,"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce."
1763,"Quality ingredients preparation all around, and a very fair price for NYC."
1764,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner."
1765,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.
1766,"Its not curry in a slurry crap, and regular run of the mill food."
1767,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible."
1768,"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place."
1769,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful."
1770,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it."
1771,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
1772,"The service is excellent, the decor is great, and the food is delicious and comes in large portions."
1773,"The food however, is what one might expect."
1774,I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!
1775,The pizza was really good.
1776,"Food is average, and I would say even the chain restaurant Baluchi's tastes better."
1777,The place is small and cramped but the food is fantastic.
1778,The food is tasty and portion sizes are appropriate.
1779,Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.
1780,The food there is so good that even to order out the wait is incredible.
1781,"Their sushi, Kamikaze and other Rolls are fresh and well presented."
1782,"For authentic Thai food, look no further than Toons."
1783,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100."
1784,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent."
1785,"If anyones has doubt of not knowing enough about wines,please check their wine list."
1786,Have the iced tea.
1787,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good."
1788,you can actually get 2 salads worth if u take it home and add it to some lettuce!
1789,"The food is very good for it's price, better than most fried dumplings I've had."
1790,Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.
1791,I ate here a week ago and found most dishes average at best and too expensive.
1792,"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!"
1793,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
1794,Stay away from the latter since you won't go for seconds (hint hint).
1795,"not only does make the best pizza in NY , maybe anywhere."
1796,The spicy Tuna roll is huge and probably the best that I've had at this price range.
1797,Price and quality of fish alone will keep us from making a return visit.
1798,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
1799,This is one of the best comfort food places in the city.
1800,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves."
1801,I had a huge pastrami sandwich on a roll.
1802,The fish was not fresh and the rice tasted old and stale.
1803,"Considering their price of $6.25 for lunch special, the dish was ridiculously small."
1804,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).
1805,The wine list is also really nice.
1806,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"
1807,"Compared to Ess-a, Tal offers a less doughy bagel!"
1808,Ballato's is consistently delicious authentic italian food.
1809,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.
1810,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.
1811,The food was pretty tradional but it was hot and good with large portions.
1812,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal."
1813,"After we got our sashimi order, I could not believe how small the portions were!"
1814,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these."
1815,The service was excellent and the food was delicious.
1816,always fresh and delicious.
1817,"The food was very good, but not very thai."
1818,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up."
1819,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.
1820,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato."
1821,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
1822,Their sake martini is wonderful.
1823,"Bagels are ok, but be sure not to make any special requests!"
1824,fine dining restaurant quality.
1825,The food was exceptional.
1826,The portions are small but being that the food was so good makes up for that.
1827,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission."
1828,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip."
1829,Best drumsticks over rice and sour spicy soup in town!
1830,Slightly above average wines start at $70+ with only one selection listed at $30+.
1831,Their whitefish salad is excellent--all whitefish with a little mayo.
1832,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce."
1833,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat."
1834,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy."
1835,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
1836,"Saul is pretty good, but definitely not great."
1837,"I would recommend Roxy's for that, but not for their food."
1838,Their pad penang is delicious and everything else is fantastic.
1839,"The puke green walls leave a lot to be desired, but the food is very good."
1840,"The flavors are very fresh and pretty inobtrusive, nothing flashy."
1841,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
1842,big and soft as well as good lunch food.
1843,"No food snobs allowed, this place is for people who appreciate good food."
1844,I liked the food at this quasi-thai restaurant.
1845,By far the best salad I have had in a fast food restaurant.
1846,"As for the bar, this is another bad idea."
1847,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience."
1848,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for."
1849,The barebecued salmon is elegantly spiced and not at all dry.
1850,What generous portions!
1851,The workers there also absolutely load the bagel with cream cheese (gets a little messy).
1852,The wine the service was very good too.
1853,"So, the menu is written in chalk above your head and it all sounds delicious."
1854,The highly spiced chai tea was great too.
1855,"I have been there many times, and food is good and consistent."
1856,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even."
1857,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for."
1858,The meat dishes were only so-so.
1859,"The menu consisted of standard brassiere food, better then places like Balthazar etc."
1860,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal."
1861,And you're hungry a few hours later.
1862,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place."
1863,This is the best sushi in new york city - hands down.
1864,Great value for the quality ingredients.
1865,"The Thali was small, thoroughly unremarkable, and $14.95."
1866,The sushi is also great!
1867,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.
1868,"The food here is rather good, but only if you like to wait for it."
1869,I got an excellent piece of cheesecake and we had several other nice pastries.
1870,The makhani was OK --the korma was bland.
1871,The food is inventive but still keeps traditional indian flavoring.
1872,The lox is always fresh too.
1873,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.
1874,Food was OK - fish was cooked well.
1875,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.
1876,The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1877,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
1878,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.
1879,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion."
1880,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
1881,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
1882,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced."
1883,Salads were fantastic.
1884,The owners and employees are friendly and their pizza is fantastic.
1885,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries."
1886,The food is authentic Italian - delicious!
1887,skip dessert.
1888,It's all about the food !!
1889,"stick with the chicken, beef, and lamb dishes."
1890,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident."
1891,"Bottom line: B+ for the food, F for the service."
1892,"Stick to dimsum, not super overpriced noodles."
1893,delicious simple food in nice outdoor atmosphere.
1894,"The food is good, but very expensive for the casualness of it."
1895,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.
1896,Try sushimi cucumber roll.
1897,The food is delicious.
1898,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.
1899,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.
1900,"The food is outstanding and the service is quick, friendly and very professional."
1901,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
1902,And they have these home made potato chips at the bar that are the most delicious things in the world!
1903,My husband and I enjoyed each of the 6 taste size portions and left completely full.
1904,"We all ate pasta entre'es, which were great."
1905,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
1906,The food was boring and expensive.
1907,Terrific menu full of unique rolls and special dishes.
1908,"We love the food, drinks, and atmosphere!"
1909,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
1910,"If you are looking for a good quality, cheap eats - this is the place."
1911,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
1912,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
1913,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
1914,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
1915,"The main course had an average portion, and was decent overall."
1916,The dinner menu is diverse and top-notch as well.
1917,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation."
1918,"at taj, vegetarians can rejoice-all the dishes are manna from heaven."
1919,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well."
1920,I would definitely go back -- if only for some of those exotic martinis on the blackboard.
1921,Simple comfort food and what hot and lage portions.
1922,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
1923,"Also, specify if you like your food spicy- its rather bland if you don't."
1924,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1925,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
1926,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
1927,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
1928,My fish was delicious in an incredible curry sauce.
1929,"Even upon delivery, their juicy pork buns are quite good . ."
1930,"Average to good Thai food, but terrible delivery."
1931,And they provided a delicious dessert on the house!
1932,"The food is amazing, rich pastas and fresh doughy pizza."
1933,"Food was very good, but not what I would consider out of this world."
1934,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
1935,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
1936,Food is great and inexpensive.
1937,"Dessert - can't be missed, so save room!!!"
1938,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat."
1939,Ingredients are organic which is a real plus for me.
1940,It was so bad I actually refused to pay for my food.
1941,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
1942,"The staff was very attentive, the ambience lovely, and the food superb."
1943,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them."
1944,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
1945,"The waiters are sweet, the food is tasty and the bill is never too large."
1946,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food."
1947,"The menu may be small, but everything on it is delicious."
1948,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.
1949,It was divine melts in your mouth.
1950,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced."
1951,The flavors robust and subtle.
1952,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best."
1953,"We concluded with tiramisu chocolate cake, both were delicious."
1954,"Service here was great, food was fantastic."
1955,The sauce is delicious and the crust is perfect.
1956,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY."
1957,They have some great entrees here as well.
1958,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next."
1959,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!"
1960,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.
1961,I care more about the food and ambience.
1962,"Oh, but wait, we were out of drinks (which were also delightfully overpriced)."
1963,The garlic mashed potatoes are hands down the best in the city!
1964,Food and service was okay.
1965,"Quality ingredients preparation all around, and a very fair price for NYC."
1966,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it."
1967,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
1968,The food is so cheap and the waiters are nice.
1969,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100."
1970,"The food is very good for it's price, better than most fried dumplings I've had."
1971,There are much better places in NY with better prices.
1972,I ate here a week ago and found most dishes average at best and too expensive.
1973,The spicy Tuna roll is huge and probably the best that I've had at this price range.
1974,Price and quality of fish alone will keep us from making a return visit.
1975,"Considering their price of $6.25 for lunch special, the dish was ridiculously small."
1976,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"
1977,For those prices and the dressed up atmosphere you expect more and should get more.
1978,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.
1979,Nothing better than buying a snapple for $3.25 too.
1980,Overall a disappointing experience for that price category.
1981,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission."
1982,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip."
1983,Slightly above average wines start at $70+ with only one selection listed at $30+.
1984,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
1985,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat."
1986,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
1987,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio)."
1988,But $1 for each small piece???
1989,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.
1990,Great value for the quality ingredients.
1991,"The Thali was small, thoroughly unremarkable, and $14.95."
1992,The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!
1993,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion."
1994,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
1995,And the bill was outragous.
1996,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced."
1997,We spent $200 in this place and left hungry and very disappointed.
1998,This restaurant is a wonderful place to go many times and it is reasonably priced.
1999,"Stick to dimsum, not super overpriced noodles."
2000,"The food is good, but very expensive for the casualness of it."
2001,The only fallback on this restaurant is the prices.
2002,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.
2003,The food was boring and expensive.
2004,"If you are looking for a good quality, cheap eats - this is the place."
2005,"However, for what we spent, overall, it just was not up to par."
2006,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
2007,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back."
2008,I won't go back unless someone else is footing the bill.
2009,"The $300 bill was a bit steep, but the experience was great."
2010,The bagels are also reasonably priced for NYC.
2011,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
2012,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
2013,And they provided a delicious dessert on the house!
2014,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
2015,Food is great and inexpensive.
2016,The price very reasonable.
2017,"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road"
2018,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
2019,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!"
2020,"The waiters are sweet, the food is tasty and the bill is never too large."
2021,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced."
2022,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best."
2023,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY."
2024,"Oh, but wait, we were out of drinks (which were also delightfully overpriced)."
2025,"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions."
2026,"Service was very good - prompt, attentive and non-intrusive."
2027,"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems."
2028,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it."
2029,"The service is excellent, the decor is great, and the food is delicious and comes in large portions."
2030,An excellent service
2031,A little crowded but they move that line really fast!
2032,The food is so cheap and the waiters are nice.
2033,The food there is so good that even to order out the wait is incredible.
2034,The bartender on my most recent visit was so incredibly rude that I will never go back.
2035,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out."
2036,They are FAST.
2037,I've waited over one hour for food.
2038,"Both times I was extremely dissappointed by the service, which was boarderline rude."
2039,Our waiter and all of the people helping him were attentive and genuine.
2040,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
2041,"Besides, when you have bad service, that's less money you have to tip."
2042,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"
2043,"The service was attentive, yet discreet."
2044,"Then, IF they answer the phone, you're lucky if they don't hang up on you!"
2045,You have to increase the service a lot.
2046,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.
2047,"After the main course came, we didn't see our waiter for at least 40 MINUTES!"
2048,"When family came in he gave them apps to test their palets, and then ordered for them."
2049,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens."
2050,The service was excellent and the food was delicious.
2051,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.
2052,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up."
2053,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
2054,"Found service above average, but that could be because we were 13 of us."
2055,(and I have eaten my share) Which impresses me for having such a large amount of people to serve.
2056,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission."
2057,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything."
2058,The waitresses are nice--also you can just get counter service sit.
2059,The only friendly staff member was the guy at the bar.
2060,Won't or Can't is not in the service directory.
2061,I cannot imagine a friendlier staff working in a restaurant.
2062,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
2063,The wine the service was very good too.
2064,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious."
2065,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
2066,The staff there is very attentive and down to earth.
2067,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place."
2068,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either."
2069,It took them 15 minutes to put water in our glasses.
2070,The service is descent even when this small place is packed.
2071,Truly the mark of an attentive waiter.
2072,"The food here is rather good, but only if you like to wait for it."
2073,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations."
2074,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele."
2075,"Sure enough, exactly 30 minutes later we got the call and were seated promptly."
2076,Service was very friendly.
2077,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
2078,The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.
2079,The staff offers impeccable service.
2080,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table."
2081,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced."
2082,"Kind, attentive wait staff."
2083,The owners and employees are friendly and their pizza is fantastic.
